응답,변이,유전,경쟁,자원,차별적생존,집단 변화,목적론,사용,의지,적응,아무것도 없어
느릅나무의 자손은 더 먼 장소로 퍼트리기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 멀리 뿌리려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
종족번식을 쉽게 하기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
종족번식을 쉽게 하기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식을 잘하기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
다른 나라에도 번식하기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨를 번식하기 위해서 가장 편리한 구조를 가지기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
많이 번성할려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"날개가 없이 근처에만 씨앗을 떨어뜨린다면 자신의 뿌리나 가지 때문에 잘 자랄수 없기 때문에, 또 멀리까지 번식을 하기 위해서 날개를 갖게 되었다.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무가 씨앗을 멀리 퍼트리기 위해 씨앗의 날개를 달았다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무 씨앗은 번식을 하기 위해 수컷에서 암컷에게로 혹은 암컷에서 수컷에게로가서 무언가를 받고 번식을 해야하기 때문이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자손을 널리 퍼뜨리기 위해서 날개가 없는 것보다 날개가 있는 씨앗이 더 유리하기 때문에,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식과정중 병이 걸린 돌연변이를 낳았다. 그래서 그 돌연변이가 생존 본능 때문에 번식하면서 그 개체수가 늘어났다.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄의 한 종은  날개를 다쳐서 날아서 말고 걸어서 생존하기 위한 방법을 모색합니다. 날개를 쓰지 않고 걸어다니는 일이 많아진 펭귄은 나중엔 날개가 다 낫고도 추위에 의해 날개근육이 마비되어 쓸 수 없게 됩니다. 날개를 못 쓰게 되자 시간이 갈수록 퇴화되고 날개를 간신히 움직이기만 하고 날만한 힘을 잃게 됩니다.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
날지 않고 땅에서 걸어다녀도 생존을 할 수있기 때문에 날개가 퇴화되었다.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
느릅나무 근처에서는 씨앗이 생존하기 힘들어서 멀리 가도록 날개가 있는 씨앗을 생산하게 된 것 같습니다.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
느릅나무의 씨앗은 한 곤충 종류가 좋아하는 먹이다. 어는라 느릅나무의 씨앗을 즐겨먹는 곤충의 천적이 멸종을 하게 되었다. 그후 곤춘이 모두 씨앗을 먹어서 번식의 위험을 느낀 느릅나무는 자신의 씨앗에 날개를 붙이기로 한 것이다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이의 먹이에서 독성이 있어서 그 먹이를 먹은 달팽이가 변이 됬다고 생각합니다.,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제 생각에는 달팽이(동물)이가 사람들이 주는 먹이(식량)를 먹고 자라서 입니다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이 근처에 달팽이를 먹이로 하는 동물이 있어서 달팽이는 저항도 못하고 먹혔습니다. 그래서 달팽이는 수많은 시간을 통해 독성을 얻어 자신을 보호하기 시작했습니다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"달팽이가 독을 없에는 풀이나, 먹이, 비, 땅 등으로 독이 없어졌을지도 모른다.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"달팽이가 살면서 먹은 음식물들이 독성을 생기게 했다. 옛날 조상 달팽이와 지금 독성 있는 달팽이의 먹이, 음식을 비교해보면 지금 달팽이는 화학성분이 든, 묻은 음식을 먹어서 독성이 생겼다.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
독이 있는 먹이를 먹기 시작하면서 몸에 독이 축척되었다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
북극에 살아서 공중에 먹이가 없기 때문에 물에서 먹이를 구해 날개가 퇴화되어서,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날 수 없는 펭귄이 먹이를 많이 먹고 날 수 있는 펭귄종으로 진화되었다고 생각합니다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
먹이가 땅에 떨어져 있어서,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"펭귄은 굳이 날아다니지 않아도 먹이를 구할 수 있습니다. 그리고 암컷들이 알을 낳으면 수컷들이 돌보아야 합니다.(알을) 왜냐하면 암컷들이 먹이를 구하러 물 속으로 들어가니까요. 그러면 암컷, 수컷 모두 다 날 시간도 없고 여력도 없어질 것이므로 퇴화한 것 같습니다.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄의 먹이는 바다속에 있기 때문에 날개를 점점 쓰지 않아 퇴화된 것이다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"남극에서 살게 되면서 물이 많은 지형에서 살다보니 물 속으로 들어가 헤엄을 쳐서 먹이를 잡는 것이 편했을 것이고, 그리 인해서 날개가 나는 용도가 아닌 헤엄치는 용도로 바뀌렀을 것ㅇ;디 리거 설명할 것 같다.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
하늘을 날며 살아가던 중 지상에사도 먹이를 구할 수 있게 되고 날지 않으면서 날개가 날 수 없을 정도로 퇴화 된 것이라 생각합니다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"제 생각에는 펭귄은 남극에 살기 때문 날수있는 것보다, 바다에서 헤엄치면서 먹이를 더 많이 섭취할수 있기 때문이라고 생각합니다.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄은 날씨가 추운곳에 산다. 추운곳에는 먹이가 많이 없고 물이 있어 물고기를 잡아야 살 수 있다. 이런이유로 추운곳에 살다 지방이 발달하여 몸이 무거워지고 물속에서만 먹이를 잡기 때문에 굳이 날 이유가 없기 때문에 현재에 펭귄은 날 수 없게 되었다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날아다니지 않아도 충분히 먹이를 구할수 있어서,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄도 육지에 있는 먹이들만 먹을 수 없으므로 하늘을 날게 되었다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
먹이 그리고 생활 때문이다. 옛 조상 펭귄은 빙하로 덮여있는 곳에서 자유롭게 다니고 먹이를 먹어서 날개 부분이 발달이 된 것이고 지금의 펭귄은 먹이도 없고 생활할 공간도 한정되있고 거기에 지구온난화 등이 오면서 온도가 높아져 받는 영향들 때문이다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
물속에 먹이를 먹다 보니 물속에서 오래 있어서 날수가 없게 되었다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
추운 날 하늘에서 먹이를 찾으며 다녔지만 추위로 인해 몇몇은 지상에 내려와 먹이를 찾기 시작했기 때문일 것이다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
남극의 펭귄은 하늘을 날며 먹이를 잡지 않아도 바다속에서 충분히 먹이를 잡을 수 있어서 날지 않았기 때문에,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄은 바다 근처 주변에 서식하기 때문에 먹이를 얻으려면 바다에서 구해와야 한다. 그래서 날 수 있었던 날개는 헤엄에 맞게 진화되었다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날수있는 유전자를 받지 못해서 어릴때 선천적으로 날지못하는 병이 걸려서 남극이 너무 추워서 날개가 얼어서,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"아마도 독성이 없는 달팽이는 그 달팽이 위의 포식자와 공존하는 상황에 처했을 것이다. 그러한 상황속에서 독성이 있는 돌연변이가 나왔을 것이고 독이 없는 달팽이는 모조리 잡아먹혀서 씨가 말랐지만, 독이 있던 건 살아남아 번식했다.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"원래 달팽이는 독이 없었습니다. 하지만 이로 인하여 나약한 달팽이가 다른 생물들에게 자기 보호가 안돼어서 우리 조상 원숭이가 지금의 사람으로 변화 과정을 거쳤듯이(예. 인간이 변화과정으로 인해 머리가 작아지고, 뇌가 더 커졌다.)나약하고 천적이 많은 달팽이가 진화과정을 거쳐서 자지방어를 가진, 즉 독 달팽이가 되었다.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이는 연약한 동물입니다. 그래서 천적들로부터 공격받기 쉽습니다. 그래서 공격으로부터 점점 진화하면서 독성이 있게된게 아닌가요..?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
천적이 많은 위험한 지역에서 살면서 독성이 생겨났다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이들이 여러 곳으로 흩어져 생활했는데 그 중 독성이 생긴 달팽이들이 산 곳에서는 포식자로부터 벗어나야 했기 때문에 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수분이 많아서,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미에 수분이 많아서 가시가 없어진 것 같습니다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
가시들은 장미를 보호합니다. 하지만 시간이 지나면서 천적으로부터 위험이 줄어들면서 가시들은 점차 작아지면서 어떠한 위험도 받지 않으면서 가시들이 사라진 것 같습니다. 또는 자연 또는 인간에 의해서 잡종교배를 통해 가시가 없게 된 것 같습니다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"장미를 괴롭히는 동물, 곤충등의 천적이 없어서",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사람처럼 선천적인 문제가 대대로 이어가서,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
느릅나무 중 한종은 날개가 있는 씨앗을 생산하고 종이 있는데 먼 옛날 느릅나무는 일반적인 씨앗모양으로 종자를 번식하였는데 주위에 씨앗을 뿌릴 자리가 없고 천적으로 인해서 날개가 있는 씨앗을 뿌려 종자를 번식한 것 같다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
다른 식물의 수분이 일어나서,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
독성달팽이가 돌연변이라고생각합니다. 다른 달팽이보다 자신을 지킬 수 있는 힘이 적는 등 어느면에서 독성이 있는 달팽이가 보통 달팡이보다 모자라 유전자등에서 변화가 일어났다고 생각합니다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
유전자의 돌연변이가 생겨서,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미의 유전자?가 이상해서. 돌연변이,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"외국 달팽이의 후손이거나 변종, 숨어있던 독성 달팽이, 돌연변이",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조상달팽이가 후손을 남길때 돌연변이가 태어났다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이와 돌연변이가 만나서 유전,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이를 유전자 조작을 하다가 잘못되어 달팽이에 문제가 생겼고 독이 생성되었다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조상의 유전자에서 독성은 열성으로 나타나있었는데 자식을 나면서 열성과 열성이 만나 독성이 나타나게 되었다,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
유전자 조합으로 인해서 생김,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미의 유전자가 변질이 되어 변함,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"장미는 가시가 있고, 아주 예쁜데, 사람들이 말하길 가시가 있으면 장미를 잘 못다루겠다고 하여서 유전자 변형을 시켜 가시가 없는 장미 한 종을 개발함.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
있으면 다치니까 유전자조작으로 사람들이 인위적으로 고침,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
유전자 변형,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미가 자라 나다가 그 중 한 장미에 있는 유전자가 변형되어서,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
진화한게 아니고 생물학자들이 유전자 조작을 하여 장미의 가시를 없앤 것이다. ㅣ씨없는 수박이나 줄 없는 수박처럼 유전자 조작을 한 것이다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
꿀벌이 와서 쏘았는데 그것이 유전자로 변형,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
가시가 없는 유전자가 나와서,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
인간이 유전자를 결합하여서,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
유전자 조작을 했다,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미에는 가시가 있는 유전자와 없는 유전이 있는데 있는 유전자가 다음 세대에 나오다가 학자들이 없는 유전자를 교배시켜 생겨나게 되었다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
유전자 변형이 일어나 가시가 있던 종의 유전자가 변형되어 가시가 없게 되었다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사람에게도 어긋나고 다른사람들이 다른 유전자가 있는것처럼 펭귄도 똑같이 자연적으로 유전자가 잘못되어 있어 날 지 못할 것이다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
민들레 같이 씨앗을 바람에 의해 날아서 뿌리는 유전자를 받아서 변형됨,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사람들이 느릅나무를 심고있는 도중에 나비나 벌 등의 날수있는 곤충들이 느릅나무 씨앗위에 번식을 해버려 그 알은 땅에 게속 묻혀 나중에 없어졌지만 날 수있는 유전자가 느릅나무 씨앗과 하쳐져 날개가있는 씨앗이 되었다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
느릅나무는 처음에 날개가 없는 씨앗을 가졌었는데 새와 유전자가 결합되어 생겼다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
유전자 조작을 했기 때문이다,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"한 달팽이가 어느 이름모를 잎을 먹는데 그 잎은 세상에 알려지지 않은 잎인데, 그 잎에는 독성이 있는데 그 독성은 생물체의 몸으로 들어가먄 퍼지는 것이 아니라 어느곳에 저장이 되는데 그 독성을 머금고 있던 생물체의 몸으로 들어가면 퍼지는 것이 아니라 어느곳에 저장이 되는데 그 독성을 머금고 있던 한 달팽이가 새끼를 낳는데 그것이 그 독을 받아서 계속 전해내랴왔던 것이다.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세상이 발달하면서 여러가지 개발로 인해 자연이 파괴되어 먹을 것이 없었던 달팽이가 공장 주변의 오염물질을 먹고 유전이 되어 독성이 생기게 된것.(독성이 뒤늦게 효과를 나타냄),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
나뭇잎에 있던 독을 먹게 돼서 그 후부터 유전된 것이다,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
식물에 있는 독성을 먹은 조상 달팽이로부터 유전되었다,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
태풍 때문에 가시가 다 날아갔는데 그게 유전이 되서,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날개를 짤렸는데 그게 유전이 되어서,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄들 중에도 분병히 장애가 있다고 생각합니다. 그랬을 땐 그런 펭귄들이 조상이 되어 그밑 후손들은 이제 장애가 아닌 하나의 특성을 가진 펭귄으로 생각합니다.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
남극이 점점 추워지면서 빙하기에 날개가 얼어 신경이 사라져 그대로 전해졌다.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
느릅나무가 다른 종류의 식물의 한 부분과 유전되어서 날개 달린 씨앗이 생성되었다,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
독이 있는 동물과 달팽이가 짝짓기를 하여 돌연변이가 나온 것이다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"달팽이가 독이 있는 동,식물에게 독을 맞았는데 돌연변이라서 죽지 않아서 독을 품은 달팽이가 새끼를 낳았는데 새끼들이 부모 달팽이의 독을 물려 받아 계속 새끼를 낳고 낳다보니 달팽이의 종류가 되어버린것 같다.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이가 실수로 독초를 먹었다가 독에 동화되면서 돌연변이화 되서 독성을 품었다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
뱀과 거미등과 같이 독이 없는 종도 있고 독이 없는 종이 있는 것처럼 어느 순간 위에서 돌연변이의 달패이가 독성을 가지게 되어서 극소수로 독이있는 달팽이가 생긴것이라고 생각합니다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"달팽이가 기어다니면서 흙먹어 점액을 같이 공유하다가 교배과정에서 돌연변이가 나올수 있다고 생각합니다. 달팽이는 성벽이 없고 어느정도 크기가 커져 돌기가 생기면 교배를 하고 흙 속에 알을낳아 약 4주후 부화하는데 흙안에서의 영양분, 외부상황에 따라서도 충분히 돌연변이가 나올 가능성이 있다고 생각합니다.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000년대에 오면서 지구온난화 영향으로 돌연변이가 생겨 달팽이가 독성을 가지고 있을 것이다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이가 나타난 것 같습니다. 시간이 지나면서 사람들의 손을 거쳐온 많은 식물들로 인해서 달팽이가 오염돼 독성이 생긴 것 같습니다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이라서,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이가 돌연변이가 일어나서,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
화학적 물체에 결합과 돌연변이 때문이다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이가 태어났다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"그 조상의 달팽이의 조상, 조상 조상이 독성이 있었거나 
1. 돌연변이 일 것이다
2. 달팽이가 독 있는 식물을 먹어서 그걸 소화할 수 있는 기능이 생겨 죽지 않고 독성이 있는 달팽이가 된 것이다",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조상들 중에 어떤 한 달팽이가 돌연변이로 나왔는데 그 달팽이가 교배를 하여 진화해왔다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이라서,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
현대로 오면서 방사능이나 이런 화학물질에 노출되어 세포가 돌연변이 되어서 가시가 없어졌다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
옛조상의 장미가 한가지만 있었던것이 아니라면 답이 쉽게나올겁 같습니다.만….! 지금 저의 지식 상태론 옛조상의 식물을 밝혀내기란 아려울 것 같습니다. 그리고 이 모든 4문제 들을 다 하나 같이 보면 답은 돌연변이와 같습니다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
어느날 가시가 있는 장미가 영양분을 잘 공급받지 못해 씨앗으로 번식할 때 돌연변이로 태어나는 것이다. 사람으로 비유하면 기형아 같은 것이다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이라고 생각할꺼 같다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
어떤 화학물에 의한 돌연변이,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미에게 물외에 다른 오렴물질 같은 걸 주어서 돌연변이가 됬다고 생각합니다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한 장미는 빛을 많이 받은 종과 다른 장미는 그 밑에서 그늘에 있고 장미가 결합을 해서 돌연변이가 나왔다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이여서,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이가 태어났다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이 같습니다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날수있는 펭귄이 무엇인가 잘 못먹어서 돌연변이가 있을수있다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"어떤 한 펭귄이 돌연변이로 태어났는데, 그 펭귄과 또 다른 펭귄이 결혼해 자손을 낳아 대를 이으면서 날 수 없는 펭귄으로 진화되었다.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"돌연변이, 수백만 시대를 걸쳐 동물의 진화하기 때문이다. 생각해보니까 날지 못해도 사는데 지장이 없기 때문이다.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이가 태어났다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
돌연변이가 태어났는데 지금까지 보존되어서,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"이것도 장미와 같이 씨앗에 날개가 없던 느릅나무와 날개가 있던 다른 나무와 합쳐져서, 돌연변이 나무가 생겨진것이다. 겉모습의 일부는 느릅나무지만 씨앗은 다른 (날개가있는) 씨앗과 합쳐진것이다.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"느릅나무에 대해서는 사실 들어만 보았지 알고 있는 사실이 없기에 느릅나무가 클경우아 작을 경우 두 경우로 나누어 가정해보았다. 느릅나무가 크다면 종이 퍼져나가다가 더 이상 주변에서 번식할 수 없어 날개를 가진 씨앗으로 돌연변이 되어 먼곳까지 자손을 퍼뜨리랴고 한 것 같다. 만약 작아도 결론은 더욱더 먼곳으로 자손을 퍼뜨리기 위함이겠지만, 자랄 공간이 부족해서라기보다는 다른 이유가 있을 듯 한데, 지금으로써는 딱히 생각이 나지 않는다.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
